Filename,Sound label,Phrase,Tone,Segment,Begin time,End time,Duration,Type
C_1_36.wav,UF-1-o,UF,1,o,523.1844214,523.2387363,54.31490808,pd
C_1_36.wav,UF-1-o,UF,1,o,545.2001059,545.2509987,50.89285851,pd
C_1_36.wav,UF-1-o,UF,1,o,548.4916573,548.5440385,52.38113825,pd
C_1_36.wav,AS1-3-en,AS1,3,en,553.8539491,553.8996621,45.71302741,pd
C_1_36.wav,UF-1-o,UF,1,o,554.07712,554.1288617,51.74170324,pd
C_1_36.wav,UF-1-o,UF,1,o,554.1708028,554.2204677,49.66493797,pd
C_1_36.wav,UF-1-o,UF,1,o,564.8665094,564.909449,42.93959639,pd
C_1_36.wav,UF-1-o,UF,1,o,611.6482705,611.7202324,71.96185402,pd
C_1_36.wav,UF-1-o,UF,1,o,617.441024,617.4915845,50.560521,pd
C_1_36.wav,UF-1-o,UF,1,o,620.8991817,620.9385563,39.37459833,pd
C_1_36.wav,UF-1-o,UF,1,o,623.6829569,623.731853,48.89608023,pd
C_1_36.wav,AS1-3-en,AS1,3,en,627.1006973,627.1907392,90.04190712,pd
C_1_36.wav,UF-1-o,UF,1,o,627.4548509,627.4941168,39.26584985,pd
C_1_36.wav,AS1-3-en,AS1,3,en,643.3965686,643.4519374,55.36885105,pd
C_1_36.wav,UF-1-o,UF,1,o,643.6161243,643.6742616,58.1372936,pd
C_1_36.wav,UF-1-o,UF,1,o,667.4283103,667.5308023,102.49201,pd
C_1_36.wav,AS1-3-en,AS1,3,en,694.6650539,694.7128203,47.76633798,pd
C_1_36.wav,UF-1-o,UF,1,o,716.190587,716.2600377,69.45072973,pd
C_1_36.wav,AS1-3-en,AS1,3,en,733.8843212,733.9944038,110.0826798,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,734.0136627,734.0700723,56.4095935,pd
C_1_36.wav,UF-1-o,UF,1,o,734.1996959,734.252503,52.80707786,pd
C_1_36.wav,AS1-3-en,AS1,3,en,742.3645356,742.4430226,78.48699517,pd
C_1_36.wav,AS1-3-en,AS1,3,en,752.65955,752.7117471,52.19712888,pd
C_1_36.wav,AS1-3-en,AS1,3,en,755.6822308,755.7593932,77.16232015,pd
C_1_36.wav,AS1-3-en,AS1,3,en,787.5370828,787.5838046,46.72176516,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,795.5354198,795.6349545,99.53473313,pd
C_1_36.wav,AS1-3-en,AS1,3,en,813.2936636,813.3453975,51.73385825,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,813.3635497,813.4164856,52.93587777,pd
C_1_36.wav,AS1-3-tsen,AS1,3,tsen,820.468401,820.5571211,88.72009379,pd
C_1_36.wav,AS1-3-en,AS1,3,en,831.8856884,831.9316112,45.92280755,pd
C_1_36.wav,AS1-3-en,AS1,3,en,837.9572312,838.0056742,48.44296162,pd
C_1_36.wav,AS1-3-en,AS1,3,en,852.1767194,852.2481238,71.40436539,pd
C_1_36.wav,AS1-3-en,AS1,3,en,855.3183037,855.3658848,47.58106763,pd
C_1_36.wav,PM-3-a,PM,3,a,879.7416227,879.7957799,54.15720913,pd
C_1_36.wav,UF-1-o,UF,1,o,880.3616752,880.4185726,56.89747413,pd
C_1_36.wav,AS1-3-en,AS1,3,en,889.22535,889.274353,49.00299586,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,892.3615402,892.4344346,72.89442854,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1025.026966,1025.079586,52.62044211,pd
C_1_36.wav,AS1-3-tsen,AS1,3,tsen,1031.582455,1031.688733,106.2773586,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1042.250448,1042.315332,64.88416854,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1053.946502,1054.024786,78.28365603,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1061.167952,1061.218931,50.97897468,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1063.663995,1063.712947,48.95140182,pd
C_1_36.wav,UF-1-o,UF,1,o,1101.167662,1101.23001,62.34826446,pd
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,1112.681399,1112.790432,109.0333466,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1132.365701,1132.414522,48.82056277,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1139.428511,1139.481101,52.59042759,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1161.26438,1161.340894,76.51398032,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1174.196028,1174.313321,117.2932753,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1178.567124,1178.637535,70.41109614,pd
C_1_36.wav,UF-1-o,UF,1,o,1188.198677,1188.241751,43.07434566,pd
C_1_36.wav,PM-3-i,PM,3,i,1194.256187,1194.310512,54.32490049,pd
C_1_36.wav,UF-1-o,UF,1,o,1194.800429,1194.841761,41.33240651,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1204.332741,1204.402678,69.93706524,pd
C_1_36.wav,UF-1-o,UF,1,o,1204.550786,1204.660008,109.2215213,pd
C_1_36.wav,UF-1-o,UF,1,o,1207.657187,1207.700722,43.5348005,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1214.168109,1214.215922,47.81278667,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1225.186917,1225.243285,56.36875902,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1228.908742,1228.985997,77.25539741,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1266.017288,1266.088471,71.1831367,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1269.530907,1269.578197,47.29064869,pd
C_1_36.wav,PM-2-eh,PM,2,eh,1278.569347,1278.597827,28.48038434,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1283.747113,1283.823789,76.67586677,pd
C_1_36.wav,PM-3-au,PM,3,au,1286.856713,1286.934463,77.75028647,pd
C_1_36.wav,UF-1-o,UF,1,o,1312.665534,1312.717393,51.85887104,pd
C_1_36.wav,UF-1-o,UF,1,o,1319.004856,1319.089028,84.1725053,pd
C_1_36.wav,UF-1-o,UF,1,o,1329.813599,1329.874189,60.58975949,pd
C_1_36.wav,PF-3-jou,PF,3,jou,1339.707163,1339.777662,70.49840745,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1388.216439,1388.269349,52.9096568,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1394.625874,1394.678055,52.18102805,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1400.081783,1400.129737,47.95428793,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1403.769446,1403.822211,52.76486921,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1419.819278,1419.870359,51.08144002,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1433.203167,1433.249718,46.55174304,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1484.712665,1484.785061,72.39557476,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1487.996174,1488.051102,54.92857776,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1504.929599,1504.987516,57.91741006,pd
C_1_36.wav,UF-1-o,UF,1,o,1511.132182,1511.210723,78.54048967,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1515.060956,1515.110687,49.73080291,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1515.159985,1515.250015,90.03006112,pd
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,1519.023699,1519.1254,101.7005348,pd
C_1_36.wav,PF-3-uo,PF,3,uo,1524.251218,1524.299119,47.90106787,pd
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,1524.392849,1524.507423,114.5741759,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1527.670611,1527.79039,119.7797819,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1530.999897,1531.069164,69.26711035,pd
C_1_36.wav,UF-1-o,UF,1,o,1531.244395,1531.321812,77.41757172,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1534.407429,1534.453436,46.00685301,pd
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,1540.010285,1540.133317,123.0315232,pd
C_1_36.wav,UF-1-o,UF,1,o,1540.299316,1540.360037,60.72098432,pd
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,1544.655402,1544.796043,140.6405495,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1826.706872,1826.805071,98.1987284,pd
C_1_36.wav,UF-1-o,UF,1,o,1826.908004,1826.981874,73.87064186,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1836.712305,1836.788901,76.59596685,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1839.573979,1839.627063,53.08403176,pd
C_1_36.wav,UF-1-o,UF,1,o,1839.772193,1839.809433,37.23938134,pd
C_1_36.wav,UF-1-o,UF,1,o,1875.073186,1875.130895,57.70923971,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,1896.269074,1896.32202,52.94603499,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1906.448789,1906.513729,64.93964515,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1928.243568,1928.308535,64.96698915,pd
C_1_36.wav,UI-3-o,UI,3,o,1941.273729,1941.326147,52.41792799,pd
C_1_36.wav,UF-1-o,UF,1,o,1945.891175,1945.931534,40.35918872,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1949.144166,1949.220036,75.87003334,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1965.52166,1965.574276,52.61636102,pd
C_1_36.wav,AS1-3-en,AS1,3,en,1968.532182,1968.611873,79.69079921,pd
C_1_36.wav,UF-1-o,UF,1,o,1968.766854,1968.80817,41.31542424,pd
C_1_36.wav,UF-1-o,UF,1,o,1981.593241,1981.633483,40.24229634,pd
C_1_36.wav,UF-1-o,UF,1,o,1993.535225,1993.586735,51.51013931,pd
C_1_36.wav,PF-3-ai,PF,3,ai,2000.236607,2000.311521,74.91344768,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,2003.785499,2003.879843,94.34404253,pd
C_1_36.wav,UF-1-o,UF,1,o,2020.856131,2020.921743,65.61203914,pd
C_1_36.wav,UF-1-o,UF,1,o,2060.601278,2060.649325,48.04616265,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2106.925216,2106.975064,49.84829949,pd
C_1_36.wav,PM-3-au,PM,3,au,2177.73669,2177.835835,99.14517956,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2200.593061,2200.641792,48.73127483,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2227.862318,2227.92384,61.522403,pd
C_1_36.wav,PI-3-ang,PI,3,ang,2241.649,2241.761245,112.2447133,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2246.265172,2246.313918,48.74599265,pd
C_1_36.wav,PM-3-i,PM,3,i,2267.581748,2267.681523,99.77593618,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2295.398062,2295.465814,67.75216826,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2298.751306,2298.802557,51.25164019,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2320.17313,2320.22156,48.43028738,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2324.156945,2324.2096,52.65485156,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2343.109284,2343.178771,69.48767378,pd
C_1_36.wav,UF-1-o,UF,1,o,2343.393383,2343.457198,63.81521062,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2378.835221,2378.911799,76.57825274,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,2445.718163,2445.785838,67.67470481,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2458.898833,2458.956918,58.08517174,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,2467.844971,2467.902998,58.02703763,pd
C_1_36.wav,AS1-3-en,AS1,3,en,2488.198962,2488.276198,77.23617349,pd
C_1_36.wav,UF-1-uo,UF,1,uo,2583.919677,2583.980588,60.91129089,pd
C_1_36.wav,AS2-0-eh,AS2,0,eh,2605.504064,2605.582807,78.74306973,pd
C_1_36.wav,UF-1-o,UF,1,o,2614.739518,2614.818274,78.75608221,pd
C_1_36.wav,UF-1-o,UF,1,o,393.5749556,393.6280028,53.04725541,fry
C_1_36.wav,UF-1-o,UF,1,o,425.850999,425.9980009,147.0019155,fry
C_1_36.wav,AS1-3-en,AS1,3,en,444.8171743,444.8566753,39.50102801,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,448.4742247,448.5606189,86.39423976,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,459.735738,459.8214948,85.75681971,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,467.6275675,467.7320056,104.4381284,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,470.6122,470.6902085,78.00847539,fry
C_1_36.wav,UF-1-o,UF,1,o,470.8449237,470.90377,58.8462908,fry
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,473.7036068,473.7899368,86.32995155,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,476.783523,476.871356,87.83290309,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,483.7332183,483.809026,75.8077229,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,486.9496041,487.0459763,96.37216604,fry
C_1_36.wav,AS-3-enmeh,AS,3,enmeh,493.3634491,493.4883439,124.8948256,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,507.7638668,507.8285433,64.67656297,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,511.9376758,512.013362,75.68622131,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,519.2167634,519.2929171,76.15368246,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,526.436027,526.4984596,62.4325961,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,571.2782284,571.3232466,45.01818806,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,593.7407369,593.8374089,96.67199779,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,996.5755578,996.6677476,92.18973151,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,1496.233156,1496.322434,89.27731981,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2011.300834,2011.359878,59.04391798,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2030.266927,2030.337888,70.96069732,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2033.385094,2033.457028,71.93352127,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2036.605322,2036.689808,84.48598333,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2074.775931,2074.846599,70.66827257,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2369.318379,2369.378509,60.13080594,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2432.259655,2432.302987,43.33194857,fry
C_1_36.wav,AS2-0-eh,AS2,0,eh,2519.226776,2519.278426,51.65085289,fry
C_1_46.wav,AS1-3-en,AS1,3,en,265.9362638,265.9882941,52.0303051,pd
C_1_46.wav,UF-1-o,UF,1,o,489.4741111,489.5688508,94.73973395,pd
C_1_46.wav,PF-2-en,PF,2,en,534.7745297,534.8548622,80.33248682,pd
C_1_46.wav,PF-3-u,PF,3,u,727.95503,728.0102822,55.25223616,pd
C_1_46.wav,AS2-0-eh,AS2,0,eh,1144.798719,1144.854867,56.14782803,pd
C_1_46.wav,PM-3-a,PM,3,a,1147.271376,1147.370951,99.57474175,pd
C_1_46.wav,UF-1-o,UF,1,o,1182.390081,1182.443294,53.21280425,pd
C_1_46.wav,UF-1-o,UF,1,o,1206.074749,1206.130189,55.44009775,pd
C_1_46.wav,AS1-3-en,AS1,3,en,1239.051788,1239.10556,53.77120809,pd
C_1_46.wav,UF-1-o,UF,1,o,1245.134683,1245.191261,56.57763102,pd
C_1_46.wav,PI-3-en,PI,3,en,1256.238582,1256.339314,100.7319019,pd
C_1_46.wav,UF-1-o,UF,1,o,1272.862106,1272.922046,59.93936031,pd
C_1_46.wav,UF-1-o,UF,1,o,1276.149825,1276.205861,56.03675784,pd
C_1_46.wav,UF-1-o,UF,1,o,1287.387493,1287.440192,52.69891101,pd
C_1_46.wav,UF-1-o,UF,1,o,1295.351652,1295.408714,57.06272602,pd
C_1_46.wav,UF-1-o,UF,1,o,1303.838131,1303.921984,83.85286019,pd
C_1_46.wav,UF-1-o,UF,1,o,1308.734908,1308.811663,76.75431777,pd
C_1_46.wav,UF-1-o,UF,1,o,1311.518769,1311.573692,54.92365543,pd
C_1_46.wav,PF-3-a,PF,3,a,1325.51836,1325.571242,52.88125893,pd
C_1_46.wav,UF-1-o,UF,1,o,1325.973834,1326.051813,77.97866642,pd
C_1_46.wav,UF-1-o,UF,1,o,1328.748772,1328.830176,81.40352977,pd
C_1_46.wav,UI-3-o,UI,3,o,1330.209028,1330.255846,46.81818826,pd
C_1_46.wav,PM-3-au,PM,3,au,1330.884474,1330.964936,80.46149239,pd
C_1_46.wav,AS1-3-en,AS1,3,en,1361.212206,1361.314583,102.376684,pd
C_1_46.wav,UF-1-o,UF,1,o,1448.665814,1448.755109,89.29489074,pd
C_1_46.wav,UF-1-o,UF,1,o,1453.058793,1453.146122,87.32885271,pd
C_1_46.wav,UF-1-o,UF,1,o,1482.510014,1482.566253,56.23914157,pd
C_1_46.wav,PI-3-au,PI,3,au,1489.279153,1489.332155,53.00189443,pd
C_1_46.wav,UF-1-o,UF,1,o,1521.490654,1521.543318,52.66380362,pd
C_1_46.wav,UF-1-o,UF,1,o,1541.776336,1541.829291,52.95479942,pd
C_1_46.wav,UF-1-o,UF,1,o,1635.928832,1636.017832,89.00000529,pd
C_1_46.wav,UF-1-o,UF,1,o,1645.749287,1645.838702,89.41507774,pd
C_1_46.wav,PI-3-ei,PI,3,ei,1778.793422,1778.858883,65.46118248,pd
C_1_46.wav,AS1-3-en,AS1,3,en,1779.349546,1779.387427,37.88124661,pd
C_1_46.wav,UI-3-o,UI,3,o,1800.300291,1800.346525,46.2337037,pd
C_1_46.wav,UF-1-o,UF,1,o,1829.201458,1829.259194,57.73549827,pd
C_1_46.wav,PM-2-au,PM,2,au,1840.011743,1840.063348,51.60465495,pd
C_1_46.wav,UF-1-o,UF,1,o,260.2268421,260.3025098,75.66766984,fry
C_1_46.wav,UF-1-o,UF,1,o,275.614845,275.7140734,99.22834066,fry
C_1_46.wav,UF-1-o,UF,1,o,321.4447285,321.5263432,81.61462697,fry
C_1_46.wav,PF-3-a,PF,3,a,896.5223953,896.6217777,99.38239221,fry
C_1_46.wav,AS2-0-eh,AS2,0,eh,1016.504514,1016.582924,78.40950744,fry
D_0_22.wav,PM-4-i,PM,4,i,165.5661587,165.6305452,64.38649936,pd
D_0_22.wav,PF-3-a,PF,3,a,165.7954268,165.8289261,33.49931246,pd
D_0_22.wav,AS1-3-en,AS1,3,en,166.0165833,166.1112891,94.70578856,pd
D_0_22.wav,PF-2-en,PF,2,en,169.1777157,169.2278703,50.15456103,pd
D_0_22.wav,UI-3-o,UI,3,o,171.1874334,171.2258787,38.44524258,pd
D_0_22.wav,AS1-3-en,AS1,3,en,172.4392831,172.5028657,63.58251657,pd
D_0_22.wav,UI-3-o,UI,3,o,177.7272028,177.7871273,59.92453812,pd
D_0_22.wav,PS2-1-au,PS2,1,au,177.926004,177.9663976,40.39360299,pd
D_0_22.wav,AS1-3-enm,AS1,3,enm,181.9483624,181.9909227,42.56024003,pd
D_0_22.wav,PS1-3-i,PS1,3,i,184.3314857,184.3988082,67.32249458,pd
D_0_22.wav,AS1-3-tsen,AS1,3,tsen,185.0730289,185.12475,51.7210634,pd
D_0_22.wav,UF-1-o,UF,1,o,185.3985545,185.4232974,24.74291789,pd
D_0_22.wav,PS2-1-au,PS2,1,au,187.17891,187.2184665,39.55643021,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,194.6031739,194.6626421,59.46816672,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,198.0692512,198.1097613,40.51009438,pd
D_0_22.wav,UF-1-o,UF,1,o,198.2955011,198.351978,56.47697689,pd
D_0_22.wav,UF-1-o,UF,1,o,198.351978,198.3909457,38.9676266,pd
D_0_22.wav,PI-3-au,PI,3,au,200.5917522,200.6380189,46.26674153,pd
D_0_22.wav,PM-2-i,PM,2,i,200.8511248,200.8993447,48.21994489,pd
D_0_22.wav,PM-2-i,PM,2,i,200.8993447,200.9311677,31.82291161,pd
D_0_22.wav,AS1-3-en,AS1,3,en,201.2473335,201.3802415,132.9079716,pd
D_0_22.wav,UF-1-o,UF,1,o,201.5626136,201.6294116,66.79798272,pd
D_0_22.wav,PM-2-eh,PM,2,eh,203.7920174,203.8461703,54.15294807,pd
D_0_22.wav,PM-2-eh,PM,2,eh,203.8461703,203.8801654,33.99502861,pd
D_0_22.wav,UF-1-o,UF,1,o,204.5743237,204.626809,52.48533891,pd
D_0_22.wav,UI-3-o,UI,3,o,208.9141004,208.9480857,33.98529363,pd
D_0_22.wav,UF-1-o,UF,1,o,210.4209739,210.4947908,73.81691182,pd
D_0_22.wav,UF-1-o,UF,1,o,210.5362612,210.6074333,71.17207786,pd
D_0_22.wav,UF-1-o,UF,1,o,213.4032654,213.4597209,56.45547259,pd
D_0_22.wav,UF-1-o,UF,1,o,213.5755855,213.6056413,30.05582551,pd
D_0_22.wav,UI-3-o,UI,3,o,215.1691447,215.2057841,36.63940481,pd
D_0_22.wav,PI-2-e,PI,2,e,218.7714193,218.816566,45.14661402,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,219.6708877,219.7070367,36.14898745,pd
D_0_22.wav,PI-2-in,PI,2,in,223.7961156,223.8358456,39.72996507,pd
D_0_22.wav,AS1-3-en,AS1,3,en,224.4563692,224.5309521,74.58295766,pd
D_0_22.wav,UI-3-o,UI,3,o,226.3477997,226.4258315,78.03178848,pd
D_0_22.wav,PI-3-au,PI,3,au,226.9887405,227.0271899,38.44935539,pd
D_0_22.wav,PM-2-u,PM,2,u,227.2162737,227.3018955,85.62174763,pd
D_0_22.wav,PF-2-ai,PF,2,ai,227.5023233,227.592701,90.37769871,pd
D_0_22.wav,AS1-3-en,AS1,3,en,227.7369027,227.8652508,128.34809,pd
D_0_22.wav,UF-1-o,UF,1,o,228.0067496,228.0544878,47.73822016,pd
D_0_22.wav,PS1-3-i,PS1,3,i,229.999975,230.0565478,56.57285153,pd
D_0_22.wav,PS1-3-i,PS1,3,i,230.0565478,230.094184,37.63619066,pd
D_0_22.wav,PF-4-ai,PF,4,ai,230.6375778,230.7942466,156.6687934,pd
D_0_22.wav,AS1-3-en,AS1,3,en,230.8319971,230.9187929,86.7958656,pd
D_0_22.wav,UF-1-o,UF,1,o,231.1259655,231.1963636,70.39808578,pd
D_0_22.wav,PI-3-en,PI,3,en,233.3954047,233.4319072,36.50254951,pd
D_0_22.wav,PF-4-ai,PF,4,ai,233.6627698,233.8472927,184.5228361,pd
D_0_22.wav,AS-0-enmeh,AS,0,enmeh,233.9949246,234.1058987,110.9741195,pd
D_0_22.wav,PS1-3-i,PS1,3,i,238.6901426,238.7825657,92.42303993,pd
D_0_22.wav,AS2-0-meh,AS2,0,meh,239.6417699,239.7732602,131.4903098,pd
D_0_22.wav,UF-1-o,UF,1,o,239.8910766,239.9668277,75.7510768,pd
D_0_22.wav,PS1-3-i,PS1,3,i,241.7614297,241.829786,68.35636011,pd
D_0_22.wav,PI-3-ie,PI,3,ie,241.9870483,242.0252143,38.16601501,pd
D_0_22.wav,AS1-3-en,AS1,3,en,242.7165258,242.8064181,89.89229893,pd
D_0_22.wav,UF-1-o,UF,1,o,242.9788866,243.0576189,78.73233536,pd
D_0_22.wav,PS2-1-au,PS2,1,au,244.4896064,244.5378781,48.27169339,pd
D_0_22.wav,PF-2-ie,PF,2,ie,245.5043727,245.538007,33.63438826,pd
D_0_22.wav,PF-2-ie,PF,2,ie,245.5673737,245.6018764,34.50264136,pd
D_0_22.wav,PF-2-ie,PF,2,ie,245.6018764,245.6325635,30.6871187,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,245.757872,245.8781271,120.2551136,pd
D_0_22.wav,UF-1-o,UF,1,o,245.9824534,246.0133723,30.91898922,pd
D_0_22.wav,UF-1-o,UF,1,o,246.0887845,246.1244796,35.69509325,pd
D_0_22.wav,PS2-1-au,PS2,1,au,247.80854,247.8706636,62.12360132,pd
D_0_22.wav,PS1-3-i,PS1,3,i,248.0513146,248.1118919,60.57733321,pd
D_0_22.wav,PF-1-in,PF,1,in,248.6936041,248.7300727,36.46861429,pd
D_0_22.wav,AS1-3-en,AS1,3,en,248.9127864,248.9619543,49.16791209,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,248.9619543,249.0857812,123.8268702,pd
D_0_22.wav,UF-1-o,UF,1,o,249.2280305,249.3211975,93.16701493,pd
D_0_22.wav,PS1-3-i,PS1,3,i,253.4943998,253.6128708,118.4710569,pd
D_0_22.wav,PI-4-a,PI,4,a,253.8061869,253.8487414,42.55449662,pd
D_0_22.wav,AS1-3-en,AS1,3,en,254.3486125,254.4056828,57.07032233,pd
D_0_22.wav,AS1-3-en,AS1,3,en,254.4056828,254.4873206,81.63781852,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,254.4873206,254.5382372,50.91651731,pd
D_0_22.wav,UF-1-o,UF,1,o,254.6547319,254.6861274,31.3954367,pd
D_0_22.wav,UF-1-o,UF,1,o,254.6861274,254.7683069,82.17948292,pd
D_0_22.wav,UI-3-o,UI,3,o,256.0487304,256.08067,31.93958864,pd
D_0_22.wav,PI-3-an,PI,3,an,257.1318143,257.215078,83.26367018,pd
D_0_22.wav,PI-3-an,PI,3,an,257.215078,257.2806259,65.54799567,pd
D_0_22.wav,PM-4-i,PM,4,i,257.4119015,257.4550975,43.19599993,pd
D_0_22.wav,UF-1-o,UF,1,o,258.0384562,258.0705681,32.11185024,pd
D_0_22.wav,UF-1-o,UF,1,o,258.0975654,258.1751514,77.58602751,pd
D_0_22.wav,PS2-1-au,PS2,1,au,262.9497957,263.0128773,63.08156649,pd
D_0_22.wav,PS1-3-i,PS1,3,i,263.3055078,263.3944104,88.90258626,pd
D_0_22.wav,PI-2-an,PI,2,an,263.5930699,263.6490079,55.93800813,pd
D_0_22.wav,PF-3-an,PF,3,an,264.0657279,264.1625277,96.79981617,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,264.2972931,264.3531489,55.85581344,pd
D_0_22.wav,UF-1-o,UF,1,o,264.5029661,264.6040782,101.1120455,pd
D_0_22.wav,UI-3-o,UI,3,o,268.1250669,268.1617353,36.66843575,pd
D_0_22.wav,PS2-1-au,PS2,1,au,268.2803012,268.3311929,50.89165723,pd
D_0_22.wav,PS2-1-au,PS2,1,au,268.3772349,268.4385103,61.27533584,pd
D_0_22.wav,AS1-3-en,AS1,3,en,269.2857698,269.3500512,64.28146187,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,269.3695768,269.451383,81.80619308,pd
D_0_22.wav,UF-1-o,UF,1,o,269.5937533,269.6243987,30.64534324,pd
D_0_22.wav,PI-4-i,PI,4,i,271.6566351,271.6840007,27.36554938,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,272.346519,272.4817064,135.1873691,pd
D_0_22.wav,PS2-1-au,PS2,1,au,274.2558867,274.3455892,89.70248519,pd
D_0_22.wav,PS1-3-i,PS1,3,i,274.3614002,274.3879166,26.51641403,pd
D_0_22.wav,PS1-3-i,PS1,3,i,274.4326652,274.5219095,89.24430862,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,275.2382454,275.3529409,114.695491,pd
D_0_22.wav,UF-1-o,UF,1,o,275.5211938,275.5786533,57.45955803,pd
D_0_22.wav,PI-1-ong,PI,1,ong,277.4452294,277.4776958,32.46632579,pd
D_0_22.wav,AS2-0-eh,AS2,0,eh,278.1719283,278.2095164,37.58817304,pd
